query,hierarchy_data
Fixed Borrowings in  Kenya (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowing Local Bank""],""level_5"":[""Fixed Borrowings ""],""level_6"":[""Fixed Borrowings in  Kenya (LCY)""]}}"
Fixed Deposit,"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""]}}"
Fixed Deposit Recurring,"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Fixed Deposit Recurring""]}}"
Fixed Deposit Recurring (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Fixed Deposit Recurring""],""level_6"":[""Fixed Deposit Recurring (FCY)""]}}"
Fixed Deposit Recurring (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Fixed Deposit Recurring""],""level_6"":[""Fixed Deposit Recurring (LCY)""]}}"
Fixed Deposits,"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Fixed Deposits""]}}"
Fixed Deposits (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Fixed Deposits""],""level_6"":[""Fixed Deposits (FCY)""]}}"
Fixed Deposits (LCY),"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Fixed Deposits""],""level_6"":[""Fixed Deposits (LCY)""]}}"
Fixed Deposits of Private Bank,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Deposits from Banks""],""level_4"":[""Bank Deposit""],""level_5"":[""Private Bank ""],""level_6"":[""Fixed Deposits of Private Bank""]}}"
Fixed Placements,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Balances with Other Banks""],""level_3"":[""Due from Banks""],""level_4"":[""Due from Banks""],""level_5"":[""Fixed Placements""]}}"
Fixed Placements Abroad ,"{""placement"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Interbank Placements""],""level_4"":[""Placement Abroad""],""level_5"":[""Fixed Placements""],""level_6"":[""Fixed Placements Abroad ""]}}"
Fixed Placements Abroad (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Fixed Placements Abroad ""]}}"
Fixed Placements Abroad (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Fixed Placements Abroad ""]}}"
Fixed Placements in  Kenya (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Fixed Placements in  Kenya""]}}"
Fixed Placements in  Kenya (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Fixed Placements in  Kenya""]}}"
Fixed Placements with local banks,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Balances with Other Banks""],""level_3"":[""Due from Banks""],""level_4"":[""Due from Banks""],""level_5"":[""Fixed Placements""],""level_6"":[""Fixed Placements with local banks""]}}"
Floating Rate Notes,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bills""],""level_5"":[""Floating Rate Notes""],""level_6"":[""Floating Rate Notes""]}}"
Foreign Banks,"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Deposits from Banks""],""level_4"":[""Bank Deposit""],""level_5"":[""Foreign Banks""]}}"
Freehold Building,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Freehold Building""]}}"
Freehold Building - Accum Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Accumated Depreciation""],""level_5"":[""Freehold Building""],""level_6"":[""Freehold Building - Accum Dep""]}}"
Freehold Building - Comp Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Computed Depreciation""],""level_5"":[""Freehold Building""],""level_6"":[""Freehold Building - Comp Dep""]}}"
Freehold Building - Cost,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Freehold Building""],""level_6"":[""Freehold Building - Cost""]}}"
Freehold Land,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Freehold Land""]}}"
Freehold Land - Cost,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Freehold Land""],""level_6"":[""Freehold Land - Cost""]}}"
Fringe Benefit Tax,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Fringe Benefit Tax""]}}"
Fringe Benefit Tax Payable,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Expenses""],""level_3"":[""Tax""],""level_4"":[""TAX""],""level_5"":[""TAX""],""level_6"":[""Fringe Benefit Tax Payable""]}}"
Fuel Allowances,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Fuel Allowances""]}}"
Funded Assets,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""]}}"
Funded Liability,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""]}}"
Funding Swap Assets,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Securities""],""level_4"":[""Derivatives""],""level_5"":[""Funding Swap Assets""]}}"
Funding Swaps,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contra Assets""],""level_3"":[""Non-Funded Assets""],""level_4"":[""Placements""],""level_5"":[""Funding Swaps""]}}"
Funding Swaps (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contingent Asset""],""level_3"":[""Non-Funded Assets""],""level_4"":[""Non-Funded Assets""],""level_5"":[""Funding Swaps""],""level_6"":[""Funding Swaps (FCY)""]}}"
Funding Swaps (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Contingent Liability""],""level_3"":[""Contingent Liability""],""level_4"":[""Contingent Liability""],""level_5"":[""Funding Swaps""],""level_6"":[""Funding Swaps (FCY)""]}}"
Funding Swaps (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contingent Asset""],""level_3"":[""Non-Funded Assets""],""level_4"":[""Non-Funded Assets""],""level_5"":[""Funding Swaps""],""level_6"":[""Funding Swaps (LCY)""]}}"
Funding Swaps (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Contingent Liability""],""level_3"":[""Contingent Liability""],""level_4"":[""Contingent Liability""],""level_5"":[""Funding Swaps""],""level_6"":[""Funding Swaps (LCY)""]}}"
"Furniture, Fittings & Fixtures - Comp Dep","{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Computed Depreciation""],""level_5"":[""Furniture; Fittings & Fixtures""],""level_6"":[""Furniture, Fittings & Fixtures - Comp Dep""]}}"
"Furniture, Fittings & Fixtures - Cost","{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Furniture; Fittings & Fixtures""],""level_6"":[""Furniture, Fittings & Fixtures - Cost""]}}"
Furniture; Fittings & Fixtures,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Furniture; Fittings & Fixtures""]}}"
FX Revaluation Provision,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Provision""],""level_5"":[""FX Revaluation ""],""level_6"":[""FX Revaluation Provision""]}}"
Gain on Sale of AFS Securities - Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""AFS Securities""],""level_5"":[""Treasury Bills""],""level_6"":[""Gain on Sale of AFS Securities - Bills""]}}"
Gain on Sale of AFS Securities - Corp Bonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""AFS Securities""],""level_5"":[""Corporate Bonds""],""level_6"":[""Gain on Sale of AFS Securities - Corp Bonds""]}}"
Gain on Sale of AFS Securities - CP,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""AFS Securities""],""level_5"":[""Commercial Papers""],""level_6"":[""Gain on Sale of AFS Securities - CP""]}}"
Gain on Sale of AFS Securities - Infra Bonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""AFS Securities""],""level_5"":[""Infra Bonds""],""level_6"":[""Gain on Sale of AFS Securities - Infra Bonds""]}}"
Gain on Sale of AFS Securities - TBonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""AFS Securities""],""level_5"":[""Treasury Bonds""],""level_6"":[""Gain on Sale of AFS Securities - TBonds""]}}"
Gain on Sale of HFT Securities - Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HFT Securities""],""level_5"":[""Treasury Bills""],""level_6"":[""Gain on Sale of HFT Securities - Bills""]}}"
Gain on Sale of HFT Securities - Corp Bonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HFT Securities""],""level_5"":[""Corporate Bonds""],""level_6"":[""Gain on Sale of HFT Securities - Corp Bonds""]}}"
Gain on Sale of HFT Securities - CP,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HFT Securities""],""level_5"":[""Commercial Papers""],""level_6"":[""Gain on Sale of HFT Securities - CP""]}}"
Gain on Sale of HFT Securities - Infra Bonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HFT Securities""],""level_5"":[""Infra Bonds""],""level_6"":[""Gain on Sale of HFT Securities - Infra Bonds""]}}"
Gain on Sale of HFT Securities - TBonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HFT Securities""],""level_5"":[""Treasury Bonds""],""level_6"":[""Gain on Sale of HFT Securities - TBonds""]}}"
Gain on Sale of HTM Securities - Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HTM Securities""],""level_5"":[""Treasury Bills""],""level_6"":[""Gain on Sale of HTM Securities - Bills""]}}"
Gain on Sale of HTM Securities - Corp Bonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HTM Securities""],""level_5"":[""Corporate Bonds""],""level_6"":[""Gain on Sale of HTM Securities - Corp Bonds""]}}"
Gain on Sale of HTM Securities - CP,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HTM Securities""],""level_5"":[""Commercial Papers""],""level_6"":[""Gain on Sale of HTM Securities - CP""]}}"
Gain on Sale of HTM Securities - Infra Bonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HTM Securities""],""level_5"":[""Infra Bonds""],""level_6"":[""Gain on Sale of HTM Securities - Infra Bonds""]}}"
Gain on Sale of HTM Securities - TBonds,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Gain on Sale""],""level_4"":[""HTM Securities""],""level_5"":[""Treasury Bonds""],""level_6"":[""Gain on Sale of HTM Securities - TBonds""]}}"
Gains/Losses on Sale of Fixed Assets,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Gains/Losses on Sale""],""level_5"":[""Fixed Assets""],""level_6"":[""Gains/Losses on Sale of Fixed Assets""]}}"
General,"{""liability"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liabilities""],""level_4"":[""Creditors""],""level_5"":[""General""]}}"
General Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""General Expenses""],""level_6"":[""General Expenses""]}}"
General Provision - Advances,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision ""],""level_3"":[""Provision""],""level_4"":[""General ""],""level_5"":[""Advances""],""level_6"":[""General Provision - Advances""]}}"
General Reserves,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""General Reserves""],""level_5"":[""General Reserves""],""level_6"":[""General Reserves""]}}"
Gift Cheques,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Cheques""],""level_5"":[""Cheques""],""level_6"":[""Gift Cheques""]}}"
Goodwill,"{""other"":{""level_1"":[""Investments""],""level_2"":[""Funded Assets""],""level_3"":[""Goodwill""],""level_4"":[""Goodwill""],""level_5"":[""Goodwill""],""level_6"":[""Goodwill""]}}"
Government Bonds,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""Govt Bonds""],""level_6"":[""Government Bonds""]}}"
Govt Bonds,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""Govt Bonds""]}}"
Guarantee Deposits,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Prepayment""],""level_3"":[""Prepayment""],""level_4"":[""Prepayment""],""level_5"":[""Prepayment""],""level_6"":[""Guarantee Deposits""]}}"
Guarantees,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contingent Asset""],""level_3"":[""Non-Funded Assets""],""level_4"":[""Non-Funded Assets""],""level_5"":[""Guarantees""],""level_6"":[""Guarantees""]}}"
Guarantees,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Contingent Liability""],""level_3"":[""Contingent Liability""],""level_4"":[""Contingent Liability""],""level_5"":[""Guarantees""],""level_6"":[""Guarantees""]}}"
Guarantees & Indemnities,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contingent Asset""],""level_3"":[""Non-Funded Assets""],""level_4"":[""UID""],""level_5"":[""Guarantees""],""level_6"":[""Guarantees & Indemnities""]}}"
HFT,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Commercial Papers""],""level_4"":[""Commercial Papers""],""level_5"":[""HFT""]}}"
HFT Commercial Paper - Unamortised Discount,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Commercial Papers""],""level_4"":[""Commercial Papers""],""level_5"":[""HFT""],""level_6"":[""HFT Commercial Paper - Unamortised Discount""]}}"
HFT Corporate Bonds - Interest Receivable,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Interest Receivable""],""level_5"":[""Corporate Bonds""],""level_6"":[""HFT Corporate Bonds""]}}"
HFT Disc,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bills""],""level_5"":[""HFT Disc""]}}"
HFT Infrastructure Bonds - Interest Rec'ble,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Interest Receivable""],""level_5"":[""Infrastructure Bonds""],""level_6"":[""HFT Infrastructure Bonds ""]}}"
HFT Prem,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bills""],""level_5"":[""HFT Prem""]}}"
